title,publication_date,source,url,description,ce_areas,ai_technologies,ce_area_count,ai_tech_count,is_classified
Repositioning Biophilic Design: Taking the Life Hack Back,2025-12-11T13:11:10Z,Landezine.com,https://landezine.com/repositioning-biophilic-design-taking-the-life-hack-back/,"In this article, we turn to Edward O. Wilson’s Biophilia (1984) to argue that biophilic design is central to landscape architecture, yet not as the imitation of natural forms, which has become common in architecture, but in the deeper sense Wilson describes a…",Structural,,1,0,False
Repositioning Biophilic Design,2025-12-11T13:11:10Z,Landezine.com,https://landezine.com/repositioning-biophilic-design/,"In this article, we turn to Edward O. Wilson’s Biophilia (1984) to argue that biophilic design is central to landscape architecture, yet not as the imitation of natural forms, which has become common in architecture, but in the deeper sense Wilson describes a…",Structural,,1,0,False
"ZenaTech Signs Offer to Acquire a Surveying Firm in the US West Expanding Drone as a Service Footprint to Serve Precision Agriculture, Ranching and Wildfire Management",2025-12-11T13:02:07Z,Financial Post,https://financialpost.com/globe-newswire/zenatech-signs-offer-to-acquire-a-surveying-firm-in-the-us-west-expanding-drone-as-a-service-footprint-to-serve-precision-agriculture-ranching-and-wildfire-management,"VANCOUVER, British Columbia, Dec. 11, 2025 (GLOBE NEWSWIRE) — ZenaTech, Inc. (Nasdaq: ZENA) (FSE: 49Q) (BMV: ZENA) (“ZenaTech”), a technology business solution provider specializing in AI (Artificial Intelligence) drone, Drone as a Service (DaaS), enterprise …",,"Machine Learning, Robotics/Automation",0,2,False
Ten Predictions for the Hospitality Industry in 2026 and Beyond: Insights from Cayuga Hospitality Consultants’ Annual Conference 2025,2025-12-11T10:34:04Z,Hospitality Net,https://www.hospitalitynet.org/news/4130148.html,"At Cayuga Hospitality Consultants’ Annual Conference 2025, industry leaders examined where hospitality is headed and how to prepare for the next era of change. From AI integration and workforce evolution to shifting insurance markets and event space innovatio…",,,0,0,False
MORNING GLORY: A President Donald Trump-branded energy drink?,2025-12-11T10:00:14Z,Fox News,https://www.foxnews.com/opinion/morning-glory-president-donald-trump-branded-energy-drink,"Getting energy out of the ground, or flowing from a small, modular nuclear reactor, requires an astonishing number of permits from a dizzying array of federal, state and local agencies.",Geotechnical,,1,0,False
Longjiang Forestry Group Uses “Digital-Intelligent Integration” to Break Through Traditional Forestry Governance Bottlenecks,2025-12-11T09:37:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/11/3203693/0/en/Longjiang-Forestry-Group-Uses-Digital-Intelligent-Integration-to-Break-Through-Traditional-Forestry-Governance-Bottlenecks.html,"HARBIN, China, Dec. 11, 2025 (GLOBE NEWSWIRE) -- To effectively enhance ecological governance capacity, Longjiang Forestry Group has innovatively developed a new model for ecological protection and restoration. The Group has established 100 standardized ecolo…",,Machine Learning,0,1,False
Pudu Robotics Unveils PUDU D5 Series: Industry-Grade Autonomous Quadruped Robots Designed for Complex,2025-12-11T09:28:30Z,Antaranews.com,https://en.antaranews.com/news/396094/pudu-robotics-unveils-pudu-d5-series-industry-grade-autonomous-quadruped-robots-designed-for-complex,"Pudu Robotics, a global leader in service robotics, today announced the launch of the PUDU D5 Series, a new generation of Industry-grade Autonomous Quadruped ...",,Robotics/Automation,0,1,False
AI investment and its potential effects on urban digital twins,2025-12-11T08:13:00Z,ComputerWeekly.com,https://www.computerweekly.com/feature/AI-investment-and-its-potential-effects-on-urban-digital-twins,Investment in AI will support developing the technology as an enabler for digital twins across virtually all application areas. But analysts voice serious concerns that spending on AI has created a massive bubble that is ready to pop,,,0,0,False
Boom repurposes supersonic jet engine to power AI data centers,2025-12-11T06:37:42Z,New Atlas,https://newatlas.com/energy/boom-supersonic-engine-data-center/,"The hot trends of civilian supersonic flight and artificial intelligence collide as Boom Supersonic announces that, as a new revenue stream, the core technology of its Mach 1+ Symphony jet engine has been adapted to run power-hungry AI data centers.Continue R…",,Machine Learning,0,1,False
Kedrosky: “we’re already seeing this sharply asymptotic decline in the rate of improvement of models outside of software”,2025-12-11T05:47:01Z,Substack.com,https://paulkrugman.substack.com/p/talking-with-paul-kedrosky,"Reassuring stability.

“… I’m turning over a vast chunk of my chips just because they’re failing under thermal stress”",Structural,,1,0,False
TÜV Rheinland Elevates Construction Safety and Confidence with Geotechnical Services,2025-12-11T03:30:00Z,PR Newswire UK,https://www.prnewswire.co.uk/news-releases/tuv-rheinland-elevates-construction-safety-and-confidence-with-geotechnical-services-302635341.html,"Comprehensive Subsurface Analysis and Data-Driven Insights Help Project Owners, Engineers and Developers Build Safely, Efficiently and with Certainty. DUBAI, UAE, Dec. 11, 2025 /PRNewswire/ -- TÜV Rheinland, a global leader in independent testing and certific…","Construction Management, Structural, Geotechnical",,3,0,False
Portland Artists Hold a Round Table on Generative AI “Machine Nightmares”,2025-12-11T01:30:00Z,The Portland Mercury,https://www.portlandmercury.com/culture/2025/12/10/48182678/portland-artists-hold-a-round-table-on-generative-ai-machine-nightmares,"Tired of the machine takeover? So are local artists, like Roger Peet, Lydia Kiesling, John Niekrasz, and Celeste Noche.
 
 by Taylor Griggs
 
 
 
 Since OpenAI launched ChatGPT in November 2022, generative artificial intelligence (AI) has taken over Google se…",,Machine Learning,0,1,False
"Exploring the Structural, Optical, and electrochemical behavior of semicarbazone pyranoquinoline ligand (PQMHC) and its Cu(II) complex for efficient hydrogen peroxide sensing",2025-12-11T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-29948-6,"Scientific Reports - Exploring the Structural, Optical, and electrochemical behavior of semicarbazone pyranoquinoline ligand (PQMHC) and its Cu(II) complex for efficient hydrogen peroxide sensing",Structural,,1,0,False
"Technical Program Manager, Machine Learning, Program Management Office, Execution Readiness",2025-12-11T00:00:00Z,Nlppeople.com,https://nlppeople.com/job/technical-program-manager-machine-learning-program-management-office-execution-readiness/,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Dublin, Ireland; London, UK. Minimum qualifications: • Bachelor’s degree in Engineering, Construction Management, or equivalent practi…","Construction Management, Structural",Machine Learning,2,1,True
"Lowe’s, Home Depot Tap AI to Capture Renovation Spend at Planning Stage",2025-12-10T22:47:08Z,Biztoc.com,https://biztoc.com/x/353e542b8a7ad694,"The traditional consumer journey from initial home project idea to completed build is notoriously inefficient, opaque and cash intensive. Retailers and construction managers are now turning to artificial intelligence (AI) to create a streamlined, digitally na…",Structural,Machine Learning,1,1,True
"Sanders Champions Those Fighting Back Against Water-Sucking, Energy-Draining, Cost-Boosting Data Centers",2025-12-10T22:35:23Z,Common Dreams,https://www.commondreams.org/news/ai-bernie-sanders,"Americans who are resisting the expansion of artificial intelligence data centers in their communities are up against local law enforcement and the Trump administration, which is seeking to compel cities and towns to host the massive facilities without reside…",,Machine Learning,0,1,False
NOV Announces Sale of Advanced Nuclear Development Company Shepherd Power to Natura Resources in Stock for Stock Transaction,2025-12-10T22:28:00Z,GlobeNewswire,https://www.globenewswire.com/news-release/2025/12/10/3203545/0/en/NOV-Announces-Sale-of-Advanced-Nuclear-Development-Company-Shepherd-Power-to-Natura-Resources-in-Stock-for-Stock-Transaction.html,NOV Announces Sale of Shepherd Power to Natura Resources...,,,0,0,False
"Lowe’s, Home Depot Tap AI to Capture Renovation Spend at Planning Stage",2025-12-10T22:27:33Z,pymnts.com,https://www.pymnts.com/news/retail/2025/lowes-home-depot-tap-ai-to-capture-renovation-spend-at-planning-stage/,"The traditional consumer journey from initial home project idea to completed build is notoriously inefficient, opaque and cash intensive. Retailers and construction managers are now turning to artificial intelligence (AI) to create a streamlined, digitally na…",Structural,Machine Learning,1,1,True
Secretive New Mexico Data Center Plan Races Forward Despite Community Pushback,2025-12-10T20:30:15Z,Truthout,https://truthout.org/articles/secretive-new-mexico-data-center-plan-races-forward-despite-community-pushback/,"To power the growing demand for AI, New Mexico is gearing up to build a data center with a city-sized carbon footprint.",Environmental Engineering,,1,0,False
The Navy says AI cut a 160-hour submarine-planning job down to just 10 minutes — now it's investing $448 million to go bigger,2025-12-10T19:04:49Z,Business Insider,https://www.businessinsider.com/navy-ai-cut-hourslong-submarine-planning-job-to-minutes-2025-12,The Navy is investing almost half a billion dollars in Palantir artificial intelligence software that promises to speed up shipbuilding processes.,,Machine Learning,0,1,False
Why LLMs are Less Intelligent than Crows,2025-12-10T18:00:26Z,Hackaday,https://hackaday.com/2025/12/10/why-llms-are-less-intelligent-than-crows/,"The basic concept of human intelligence entails self-awareness alongside the ability to reason and apply logic to one’s actions and daily life. Despite the very fuzzy definition of ‘human intelligence‘, …read more",,,0,0,False
Is It a Bubble? By Howard Marks,2025-12-10T17:30:43Z,Oaktreecapital.com,https://www.oaktreecapital.com/insights/memo/is-it-a-bubble,"In his latest memo, Howard Marks explores if there is a bubble in AI, identifying uncertainty, parallels to past bubbles, AI's vast potential, and emphasizing the importance of prudence.",,,0,0,False
Show HN: Bets on Post-GPU Compute,2025-12-15T02:25:08Z,Vishalv.com,https://www.vishalv.com/notes/bets-on-post-GPU-compute,"Post-GPU compute is a bet that new hardware will make different primitives cheap.Extropic AI bets the primitive is sampling.How far does block Gibbs sampling algorithm generalize beyond strictly bipartite models?

Comments URL: https://news.ycombinator.com/it…",,Machine Learning,0,1,False
An ‘ankle bracelet’ for your car? AZ pushes new tech for serial speeders,2025-12-13T22:00:00Z,TheBlaze,https://www.theblaze.com/align/an-ankle-bracelet-for-your-car-az-pushes-new-tech-for-serial-speeders,"Watch out, speed demons — the open road might be getting a little less free.Arizona, known for its sun-soaked, sprawling highways, may soon become the first state to offer a high-tech alternative for habitual speeders: a “digital ankle bracelet” for your car.…",Transportation,,1,0,False
Interpretable wrapper-based machine learning framework for predicting patellofemoral pain syndrome using minimal clinical tests,2025-12-13T00:00:00Z,Nature.com,https://www.nature.com/articles/s41598-025-31362-x,Scientific Reports - Interpretable wrapper-based machine learning framework for predicting patellofemoral pain syndrome using minimal clinical tests,,Machine Learning,0,1,False
